Fecha,Capacidad acumulada [MW],FUENTE DE ENERGIA
2/08/1985,4651.454,PLANTA TÉRMICA
3/08/1985,4651.454,PLANTA TÉRMICA
4/08/1985,4651.454,PLANTA TÉRMICA
5/08/1985,4651.454,PLANTA TÉRMICA
6/08/1985,4651.454,PLANTA TÉRMICA
7/08/1985,4651.454,PLANTA TÉRMICA
8/08/1985,4651.454,PLANTA TÉRMICA
9/08/1985,4651.454,PLANTA TÉRMICA
10/08/1985,4651.454,PLANTA TÉRMICA
11/08/1985,4651.454,PLANTA TÉRMICA
12/08/1985,4651.454,PLANTA TÉRMICA
13/08/1985,4651.454,PLANTA TÉRMICA
14/08/1985,4651.454,PLANTA TÉRMICA
15/08/1985,4651.454,PLANTA TÉRMICA
16/08/1985,4651.454,PLANTA TÉRMICA
17/08/1985,4651.454,PLANTA TÉRMICA
18/08/1985,4651.454,PLANTA TÉRMICA
19/08/1985,4651.454,PLANTA TÉRMICA
20/08/1985,4651.454,PLANTA TÉRMICA
21/08/1985,4651.454,PLANTA TÉRMICA
22/08/1985,4651.454,PLANTA TÉRMICA
23/08/1985,4651.454,PLANTA TÉRMICA
24/08/1985,4651.454,PLANTA TÉRMICA
25/08/1985,4651.454,PLANTA TÉRMICA
26/08/1985,4651.454,PLANTA TÉRMICA
27/08/1985,4651.454,PLANTA TÉRMICA
28/08/1985,4651.454,PLANTA TÉRMICA
29/08/1985,4651.454,PLANTA TÉRMICA
30/08/1985,4651.454,PLANTA TÉRMICA
31/08/1985,4651.454,PLANTA TÉRMICA
1/09/1985,4651.454,PLANTA TÉRMICA
2/09/1985,4651.454,PLANTA TÉRMICA
3/09/1985,4651.454,PLANTA TÉRMICA
4/09/1985,4651.454,PLANTA TÉRMICA
5/09/1985,4651.454,PLANTA TÉRMICA
6/09/1985,4651.454,PLANTA TÉRMICA
7/09/1985,4651.454,PLANTA TÉRMICA
8/09/1985,4651.454,PLANTA TÉRMICA
9/09/1985,4651.454,PLANTA TÉRMICA
10/09/1985,4651.454,PLANTA TÉRMICA
11/09/1985,4651.454,PLANTA TÉRMICA
12/09/1985,4651.454,PLANTA TÉRMICA
13/09/1985,4651.454,PLANTA TÉRMICA
14/09/1985,4651.454,PLANTA TÉRMICA
15/09/1985,4651.454,PLANTA TÉRMICA
16/09/1985,4651.454,PLANTA TÉRMICA
17/09/1985,4651.454,PLANTA TÉRMICA
18/09/1985,4651.454,PLANTA TÉRMICA
19/09/1985,4651.454,PLANTA TÉRMICA
20/09/1985,4651.454,PLANTA TÉRMICA
21/09/1985,4651.454,PLANTA TÉRMICA
22/09/1985,4651.454,PLANTA TÉRMICA
23/09/1985,4651.454,PLANTA TÉRMICA
24/09/1985,4651.454,PLANTA TÉRMICA
25/09/1985,4651.454,PLANTA TÉRMICA
26/09/1985,4651.454,PLANTA TÉRMICA
27/09/1985,4651.454,PLANTA TÉRMICA
28/09/1985,4651.454,PLANTA TÉRMICA
29/09/1985,4651.454,PLANTA TÉRMICA
30/09/1985,4651.454,PLANTA TÉRMICA
1/10/1985,4651.454,PLANTA TÉRMICA
2/10/1985,4651.454,PLANTA TÉRMICA
3/10/1985,4651.454,PLANTA TÉRMICA
4/10/1985,4651.454,PLANTA TÉRMICA
5/10/1985,4651.454,PLANTA TÉRMICA
6/10/1985,4651.454,PLANTA TÉRMICA
7/10/1985,4651.454,PLANTA TÉRMICA
8/10/1985,4651.454,PLANTA TÉRMICA
9/10/1985,4651.454,PLANTA TÉRMICA
10/10/1985,4651.454,PLANTA TÉRMICA
11/10/1985,4651.454,PLANTA TÉRMICA
12/10/1985,4651.454,PLANTA TÉRMICA
13/10/1985,4651.454,PLANTA TÉRMICA
14/10/1985,4651.454,PLANTA TÉRMICA
15/10/1985,4651.454,PLANTA TÉRMICA
16/10/1985,4651.454,PLANTA TÉRMICA
17/10/1985,4651.454,PLANTA TÉRMICA
18/10/1985,4651.454,PLANTA TÉRMICA
19/10/1985,4651.454,PLANTA TÉRMICA
20/10/1985,4651.454,PLANTA TÉRMICA
21/10/1985,4651.454,PLANTA TÉRMICA
22/10/1985,4651.454,PLANTA TÉRMICA
23/10/1985,4651.454,PLANTA TÉRMICA
24/10/1985,4651.454,PLANTA TÉRMICA
25/10/1985,4651.454,PLANTA TÉRMICA
26/10/1985,4651.454,PLANTA TÉRMICA
27/10/1985,4651.454,PLANTA TÉRMICA
28/10/1985,4651.454,PLANTA TÉRMICA
29/10/1985,4651.454,PLANTA TÉRMICA
30/10/1985,4651.454,PLANTA TÉRMICA
31/10/1985,4651.454,PLANTA TÉRMICA
1/11/1985,4651.454,PLANTA TÉRMICA
2/11/1985,4651.454,PLANTA TÉRMICA
3/11/1985,4651.454,PLANTA TÉRMICA
4/11/1985,4651.454,PLANTA TÉRMICA
5/11/1985,4651.454,PLANTA TÉRMICA
6/11/1985,4651.454,PLANTA TÉRMICA
7/11/1985,4651.454,PLANTA TÉRMICA
8/11/1985,4651.454,PLANTA TÉRMICA
9/11/1985,4651.454,PLANTA TÉRMICA
10/11/1985,4651.454,PLANTA TÉRMICA
11/11/1985,4651.454,PLANTA TÉRMICA
12/11/1985,4651.454,PLANTA TÉRMICA
13/11/1985,4651.454,PLANTA TÉRMICA
14/11/1985,4651.454,PLANTA TÉRMICA
15/11/1985,4651.454,PLANTA TÉRMICA
16/11/1985,4651.454,PLANTA TÉRMICA
17/11/1985,4651.454,PLANTA TÉRMICA
18/11/1985,4651.454,PLANTA TÉRMICA
19/11/1985,4651.454,PLANTA TÉRMICA
20/11/1985,4651.454,PLANTA TÉRMICA
21/11/1985,4651.454,PLANTA TÉRMICA
22/11/1985,4651.454,PLANTA TÉRMICA
23/11/1985,4651.454,PLANTA TÉRMICA
24/11/1985,4651.454,PLANTA TÉRMICA
25/11/1985,4651.454,PLANTA TÉRMICA
26/11/1985,4651.454,PLANTA TÉRMICA
27/11/1985,4651.454,PLANTA TÉRMICA
28/11/1985,4651.454,PLANTA TÉRMICA
29/11/1985,4651.454,PLANTA TÉRMICA
30/11/1985,4651.454,PLANTA TÉRMICA
1/12/1985,4651.454,PLANTA TÉRMICA
2/12/1985,4651.454,PLANTA TÉRMICA
3/12/1985,4651.454,PLANTA TÉRMICA
4/12/1985,4651.454,PLANTA TÉRMICA
5/12/1985,4651.454,PLANTA TÉRMICA
6/12/1985,4651.454,PLANTA TÉRMICA
7/12/1985,4651.454,PLANTA TÉRMICA
8/12/1985,4651.454,PLANTA TÉRMICA
9/12/1985,4651.454,PLANTA TÉRMICA
10/12/1985,4651.454,PLANTA TÉRMICA
11/12/1985,4651.454,PLANTA TÉRMICA
12/12/1985,4651.454,PLANTA TÉRMICA
13/12/1985,4651.454,PLANTA TÉRMICA
14/12/1985,4714.454,PLANTA TÉRMICA
15/12/1985,4714.454,PLANTA TÉRMICA
16/12/1985,4714.454,PLANTA TÉRMICA
17/12/1985,4714.454,PLANTA TÉRMICA
18/12/1985,4714.454,PLANTA TÉRMICA
19/12/1985,4714.454,PLANTA TÉRMICA
20/12/1985,4714.454,PLANTA TÉRMICA
21/12/1985,4714.454,PLANTA TÉRMICA
22/12/1985,4714.454,PLANTA TÉRMICA
23/12/1985,4714.454,PLANTA TÉRMICA
24/12/1985,4714.454,PLANTA TÉRMICA
25/12/1985,4714.454,PLANTA TÉRMICA
26/12/1985,4714.454,PLANTA TÉRMICA
27/12/1985,4714.454,PLANTA TÉRMICA
28/12/1985,4714.454,PLANTA TÉRMICA
29/12/1985,4714.454,PLANTA TÉRMICA
30/12/1985,4714.454,PLANTA TÉRMICA
31/12/1985,4714.454,PLANTA TÉRMICA
1/01/1986,4714.454,PLANTA TÉRMICA
2/01/1986,4714.454,PLANTA TÉRMICA
3/01/1986,4714.454,PLANTA TÉRMICA
4/01/1986,4714.454,PLANTA TÉRMICA
5/01/1986,4714.454,PLANTA TÉRMICA
6/01/1986,4714.454,PLANTA TÉRMICA
7/01/1986,4714.454,PLANTA TÉRMICA
8/01/1986,4714.454,PLANTA TÉRMICA
9/01/1986,4714.454,PLANTA TÉRMICA
10/01/1986,4714.454,PLANTA TÉRMICA
11/01/1986,4714.454,PLANTA TÉRMICA
12/01/1986,4714.454,PLANTA TÉRMICA
13/01/1986,4714.454,PLANTA TÉRMICA
14/01/1986,4714.454,PLANTA TÉRMICA
15/01/1986,4714.454,PLANTA TÉRMICA
16/01/1986,4714.454,PLANTA TÉRMICA
17/01/1986,4714.454,PLANTA TÉRMICA
18/01/1986,4714.454,PLANTA TÉRMICA
19/01/1986,4714.454,PLANTA TÉRMICA
20/01/1986,4714.454,PLANTA TÉRMICA
21/01/1986,4714.454,PLANTA TÉRMICA
22/01/1986,4714.454,PLANTA TÉRMICA
23/01/1986,4714.454,PLANTA TÉRMICA
24/01/1986,4714.454,PLANTA TÉRMICA
25/01/1986,4714.454,PLANTA TÉRMICA
26/01/1986,4714.454,PLANTA TÉRMICA
27/01/1986,4714.454,PLANTA TÉRMICA
28/01/1986,4714.454,PLANTA TÉRMICA
29/01/1986,4714.454,PLANTA TÉRMICA
30/01/1986,4714.454,PLANTA TÉRMICA
31/01/1986,4714.454,PLANTA TÉRMICA
1/02/1986,4714.454,PLANTA TÉRMICA
2/02/1986,4714.454,PLANTA TÉRMICA
3/02/1986,4714.454,PLANTA TÉRMICA
4/02/1986,4714.454,PLANTA TÉRMICA
5/02/1986,4714.454,PLANTA TÉRMICA
6/02/1986,4714.454,PLANTA TÉRMICA
7/02/1986,4714.454,PLANTA TÉRMICA
8/02/1986,4714.454,PLANTA TÉRMICA
9/02/1986,4714.454,PLANTA TÉRMICA
10/02/1986,4714.454,PLANTA TÉRMICA
11/02/1986,4714.454,PLANTA TÉRMICA
12/02/1986,4714.454,PLANTA TÉRMICA
13/02/1986,4714.454,PLANTA TÉRMICA
14/02/1986,4714.454,PLANTA TÉRMICA
15/02/1986,4714.454,PLANTA TÉRMICA
16/02/1986,4714.454,PLANTA TÉRMICA
17/02/1986,4714.454,PLANTA TÉRMICA
18/02/1986,4714.454,PLANTA TÉRMICA
19/02/1986,4714.454,PLANTA TÉRMICA
20/02/1986,4714.454,PLANTA TÉRMICA
21/02/1986,4714.454,PLANTA TÉRMICA
22/02/1986,4714.454,PLANTA TÉRMICA
23/02/1986,4714.454,PLANTA TÉRMICA
24/02/1986,4714.454,PLANTA TÉRMICA
25/02/1986,4714.454,PLANTA TÉRMICA
26/02/1986,4714.454,PLANTA TÉRMICA
27/02/1986,4714.454,PLANTA TÉRMICA
28/02/1986,4714.454,PLANTA TÉRMICA
1/03/1986,4714.454,PLANTA TÉRMICA
2/03/1986,4714.454,PLANTA TÉRMICA
3/03/1986,4714.454,PLANTA TÉRMICA
4/03/1986,4714.454,PLANTA TÉRMICA
5/03/1986,4714.454,PLANTA TÉRMICA
6/03/1986,4714.454,PLANTA TÉRMICA
7/03/1986,4714.454,PLANTA TÉRMICA
8/03/1986,4714.454,PLANTA TÉRMICA
9/03/1986,4714.454,PLANTA TÉRMICA
10/03/1986,4714.454,PLANTA TÉRMICA
11/03/1986,4714.454,PLANTA TÉRMICA
12/03/1986,4714.454,PLANTA TÉRMICA
13/03/1986,4714.454,PLANTA TÉRMICA
14/03/1986,4714.454,PLANTA TÉRMICA
15/03/1986,4714.454,PLANTA TÉRMICA
16/03/1986,4714.454,PLANTA TÉRMICA
17/03/1986,4714.454,PLANTA TÉRMICA
18/03/1986,4714.454,PLANTA TÉRMICA
19/03/1986,4714.454,PLANTA TÉRMICA
20/03/1986,4714.454,PLANTA TÉRMICA
21/03/1986,4714.454,PLANTA TÉRMICA
22/03/1986,4714.454,PLANTA TÉRMICA
23/03/1986,4714.454,PLANTA TÉRMICA
24/03/1986,4714.454,PLANTA TÉRMICA
25/03/1986,4714.454,PLANTA TÉRMICA
26/03/1986,4714.454,PLANTA TÉRMICA
27/03/1986,4714.454,PLANTA TÉRMICA
28/03/1986,4714.454,PLANTA TÉRMICA
29/03/1986,4714.454,PLANTA TÉRMICA
30/03/1986,4714.454,PLANTA TÉRMICA
31/03/1986,4714.454,PLANTA TÉRMICA
1/04/1986,4714.454,PLANTA TÉRMICA
2/04/1986,4714.454,PLANTA TÉRMICA
3/04/1986,4714.454,PLANTA TÉRMICA
4/04/1986,4714.454,PLANTA TÉRMICA
5/04/1986,4714.454,PLANTA TÉRMICA
6/04/1986,4714.454,PLANTA TÉRMICA
7/04/1986,4714.454,PLANTA TÉRMICA
8/04/1986,4714.454,PLANTA TÉRMICA
9/04/1986,4714.454,PLANTA TÉRMICA
10/04/1986,4714.454,PLANTA TÉRMICA
11/04/1986,4714.454,PLANTA TÉRMICA
12/04/1986,4714.454,PLANTA TÉRMICA
13/04/1986,4714.454,PLANTA TÉRMICA
14/04/1986,4714.454,PLANTA TÉRMICA
15/04/1986,4714.454,PLANTA TÉRMICA
16/04/1986,4714.454,PLANTA TÉRMICA
17/04/1986,4714.454,PLANTA TÉRMICA
18/04/1986,4714.454,PLANTA TÉRMICA
19/04/1986,4714.454,PLANTA TÉRMICA
20/04/1986,4714.454,PLANTA TÉRMICA
21/04/1986,4714.454,PLANTA TÉRMICA
22/04/1986,4714.454,PLANTA TÉRMICA
23/04/1986,4714.454,PLANTA TÉRMICA
24/04/1986,4714.454,PLANTA TÉRMICA
25/04/1986,4714.454,PLANTA TÉRMICA
26/04/1986,4714.454,PLANTA TÉRMICA
27/04/1986,4714.454,PLANTA TÉRMICA
28/04/1986,4714.454,PLANTA TÉRMICA
29/04/1986,4714.454,PLANTA TÉRMICA
30/04/1986,4714.454,PLANTA TÉRMICA
1/05/1986,4714.454,PLANTA TÉRMICA
2/05/1986,4714.454,PLANTA TÉRMICA
3/05/1986,4714.454,PLANTA TÉRMICA
4/05/1986,4714.454,PLANTA TÉRMICA
5/05/1986,4714.454,PLANTA TÉRMICA
6/05/1986,4714.454,PLANTA TÉRMICA
7/05/1986,4714.454,PLANTA TÉRMICA
8/05/1986,4714.454,PLANTA TÉRMICA
9/05/1986,4714.454,PLANTA TÉRMICA
10/05/1986,4714.454,PLANTA TÉRMICA
11/05/1986,4714.454,PLANTA TÉRMICA
12/05/1986,4714.454,PLANTA TÉRMICA
13/05/1986,4714.454,PLANTA TÉRMICA
14/05/1986,4714.454,PLANTA TÉRMICA
15/05/1986,4714.454,PLANTA TÉRMICA
16/05/1986,4714.454,PLANTA TÉRMICA
17/05/1986,4714.454,PLANTA TÉRMICA
18/05/1986,4714.454,PLANTA TÉRMICA
19/05/1986,4714.454,PLANTA TÉRMICA
20/05/1986,4714.454,PLANTA TÉRMICA
21/05/1986,4714.454,PLANTA TÉRMICA
22/05/1986,4714.454,PLANTA TÉRMICA
23/05/1986,4714.454,PLANTA TÉRMICA
24/05/1986,4714.454,PLANTA TÉRMICA
25/05/1986,4714.454,PLANTA TÉRMICA
26/05/1986,4714.454,PLANTA TÉRMICA
27/05/1986,4714.454,PLANTA TÉRMICA
28/05/1986,4714.454,PLANTA TÉRMICA
29/05/1986,4714.454,PLANTA TÉRMICA
30/05/1986,4714.454,PLANTA TÉRMICA
31/05/1986,4714.454,PLANTA TÉRMICA
1/06/1986,4714.454,PLANTA TÉRMICA
2/06/1986,4714.454,PLANTA TÉRMICA
3/06/1986,4714.454,PLANTA TÉRMICA
4/06/1986,4714.454,PLANTA TÉRMICA
5/06/1986,4714.454,PLANTA TÉRMICA
6/06/1986,4714.454,PLANTA TÉRMICA
7/06/1986,4714.454,PLANTA TÉRMICA
8/06/1986,4714.454,PLANTA TÉRMICA
9/06/1986,4714.454,PLANTA TÉRMICA
10/06/1986,4714.454,PLANTA TÉRMICA
11/06/1986,4714.454,PLANTA TÉRMICA
12/06/1986,4714.454,PLANTA TÉRMICA
13/06/1986,4714.454,PLANTA TÉRMICA
14/06/1986,4714.454,PLANTA TÉRMICA
15/06/1986,4714.454,PLANTA TÉRMICA
16/06/1986,4714.454,PLANTA TÉRMICA
17/06/1986,4714.454,PLANTA TÉRMICA
18/06/1986,4714.454,PLANTA TÉRMICA
19/06/1986,4714.454,PLANTA TÉRMICA
20/06/1986,4714.454,PLANTA TÉRMICA
21/06/1986,4714.454,PLANTA TÉRMICA
22/06/1986,4714.454,PLANTA TÉRMICA
23/06/1986,4714.454,PLANTA TÉRMICA
24/06/1986,4714.454,PLANTA TÉRMICA
25/06/1986,4714.454,PLANTA TÉRMICA
26/06/1986,4714.454,PLANTA TÉRMICA
27/06/1986,4714.454,PLANTA TÉRMICA
28/06/1986,4714.454,PLANTA TÉRMICA
29/06/1986,4714.454,PLANTA TÉRMICA
30/06/1986,4714.454,PLANTA TÉRMICA
1/07/1986,4714.454,PLANTA TÉRMICA
2/07/1986,4714.454,PLANTA TÉRMICA
3/07/1986,4714.454,PLANTA TÉRMICA
4/07/1986,4714.454,PLANTA TÉRMICA
5/07/1986,4714.454,PLANTA TÉRMICA
6/07/1986,4714.454,PLANTA TÉRMICA
7/07/1986,4714.454,PLANTA TÉRMICA
8/07/1986,4714.454,PLANTA TÉRMICA
9/07/1986,4714.454,PLANTA TÉRMICA
10/07/1986,4714.454,PLANTA TÉRMICA
11/07/1986,4714.454,PLANTA TÉRMICA
12/07/1986,4714.454,PLANTA TÉRMICA
13/07/1986,4714.454,PLANTA TÉRMICA
14/07/1986,4714.454,PLANTA TÉRMICA
15/07/1986,4714.454,PLANTA TÉRMICA
16/07/1986,4714.454,PLANTA TÉRMICA
17/07/1986,4714.454,PLANTA TÉRMICA
18/07/1986,4714.454,PLANTA TÉRMICA
19/07/1986,4714.454,PLANTA TÉRMICA
20/07/1986,4714.454,PLANTA TÉRMICA
21/07/1986,4714.454,PLANTA TÉRMICA
22/07/1986,4714.454,PLANTA TÉRMICA
23/07/1986,4714.454,PLANTA TÉRMICA
24/07/1986,4714.454,PLANTA TÉRMICA
25/07/1986,4714.454,PLANTA TÉRMICA
26/07/1986,4714.454,PLANTA TÉRMICA
27/07/1986,4714.454,PLANTA TÉRMICA
28/07/1986,4714.454,PLANTA TÉRMICA
29/07/1986,4714.454,PLANTA TÉRMICA
30/07/1986,4714.454,PLANTA TÉRMICA
31/07/1986,4714.454,PLANTA TÉRMICA
1/08/1986,4714.454,PLANTA TÉRMICA
2/08/1986,4714.454,PLANTA TÉRMICA
3/08/1986,4714.454,PLANTA TÉRMICA
4/08/1986,4714.454,PLANTA TÉRMICA
5/08/1986,4714.454,PLANTA TÉRMICA
6/08/1986,4714.454,PLANTA TÉRMICA
7/08/1986,4714.454,PLANTA TÉRMICA
8/08/1986,4714.454,PLANTA TÉRMICA
9/08/1986,4714.454,PLANTA TÉRMICA
10/08/1986,4714.454,PLANTA TÉRMICA
11/08/1986,4714.454,PLANTA TÉRMICA
12/08/1986,4714.454,PLANTA TÉRMICA
13/08/1986,4714.454,PLANTA TÉRMICA
14/08/1986,4714.454,PLANTA TÉRMICA
15/08/1986,4714.454,PLANTA TÉRMICA
16/08/1986,4714.454,PLANTA TÉRMICA
17/08/1986,4714.454,PLANTA TÉRMICA
18/08/1986,4714.454,PLANTA TÉRMICA
19/08/1986,4714.454,PLANTA TÉRMICA
20/08/1986,4714.454,PLANTA TÉRMICA
21/08/1986,4714.454,PLANTA TÉRMICA
22/08/1986,4714.454,PLANTA TÉRMICA
23/08/1986,4714.454,PLANTA TÉRMICA
24/08/1986,4714.454,PLANTA TÉRMICA
25/08/1986,4714.454,PLANTA TÉRMICA
26/08/1986,4714.454,PLANTA TÉRMICA
27/08/1986,4714.454,PLANTA TÉRMICA
28/08/1986,4714.454,PLANTA TÉRMICA
29/08/1986,4714.454,PLANTA TÉRMICA
30/08/1986,4714.454,PLANTA TÉRMICA
31/08/1986,4714.454,PLANTA TÉRMICA
1/09/1986,4714.454,PLANTA TÉRMICA
2/09/1986,4714.454,PLANTA TÉRMICA
3/09/1986,4714.454,PLANTA TÉRMICA
4/09/1986,4714.454,PLANTA TÉRMICA
5/09/1986,4714.454,PLANTA TÉRMICA
6/09/1986,4714.454,PLANTA TÉRMICA
7/09/1986,4714.454,PLANTA TÉRMICA
8/09/1986,4714.454,PLANTA TÉRMICA
9/09/1986,4714.454,PLANTA TÉRMICA
10/09/1986,4714.454,PLANTA TÉRMICA
11/09/1986,4714.454,PLANTA TÉRMICA
12/09/1986,4714.454,PLANTA TÉRMICA
13/09/1986,4714.454,PLANTA TÉRMICA
14/09/1986,4714.454,PLANTA TÉRMICA
15/09/1986,4714.454,PLANTA TÉRMICA
16/09/1986,4714.454,PLANTA TÉRMICA
17/09/1986,4714.454,PLANTA TÉRMICA
18/09/1986,4714.454,PLANTA TÉRMICA
19/09/1986,4714.454,PLANTA TÉRMICA
20/09/1986,4714.454,PLANTA TÉRMICA
21/09/1986,4714.454,PLANTA TÉRMICA
22/09/1986,4714.454,PLANTA TÉRMICA
23/09/1986,4714.454,PLANTA TÉRMICA
24/09/1986,4714.454,PLANTA TÉRMICA
25/09/1986,4714.454,PLANTA TÉRMICA
26/09/1986,4714.454,PLANTA TÉRMICA
27/09/1986,4714.454,PLANTA TÉRMICA
28/09/1986,4714.454,PLANTA TÉRMICA
29/09/1986,4714.454,PLANTA TÉRMICA
30/09/1986,4714.454,PLANTA TÉRMICA
1/10/1986,4714.454,PLANTA TÉRMICA
2/10/1986,4714.454,PLANTA TÉRMICA
3/10/1986,4714.454,PLANTA TÉRMICA
4/10/1986,4714.454,PLANTA TÉRMICA
5/10/1986,4714.454,PLANTA TÉRMICA
6/10/1986,4714.454,PLANTA TÉRMICA
7/10/1986,4714.454,PLANTA TÉRMICA
8/10/1986,4714.454,PLANTA TÉRMICA
9/10/1986,4714.454,PLANTA TÉRMICA
10/10/1986,4714.454,PLANTA TÉRMICA
11/10/1986,4714.454,PLANTA TÉRMICA
12/10/1986,4714.454,PLANTA TÉRMICA
13/10/1986,4714.454,PLANTA TÉRMICA
14/10/1986,4714.454,PLANTA TÉRMICA
15/10/1986,4714.454,PLANTA TÉRMICA
16/10/1986,4714.454,PLANTA TÉRMICA
17/10/1986,4714.454,PLANTA TÉRMICA
18/10/1986,4714.454,PLANTA TÉRMICA
19/10/1986,4714.454,PLANTA TÉRMICA
20/10/1986,4714.454,PLANTA TÉRMICA
21/10/1986,4714.454,PLANTA TÉRMICA
22/10/1986,4714.454,PLANTA TÉRMICA
23/10/1986,4714.454,PLANTA TÉRMICA
24/10/1986,4714.454,PLANTA TÉRMICA
25/10/1986,4714.454,PLANTA TÉRMICA
26/10/1986,4714.454,PLANTA TÉRMICA
27/10/1986,4714.454,PLANTA TÉRMICA
28/10/1986,4714.454,PLANTA TÉRMICA
29/10/1986,4714.454,PLANTA TÉRMICA
30/10/1986,4714.454,PLANTA TÉRMICA
31/10/1986,4714.454,PLANTA TÉRMICA
1/11/1986,4714.454,PLANTA TÉRMICA
2/11/1986,4714.454,PLANTA TÉRMICA
3/11/1986,4714.454,PLANTA TÉRMICA
4/11/1986,4714.454,PLANTA TÉRMICA
5/11/1986,4714.454,PLANTA TÉRMICA
6/11/1986,4714.454,PLANTA TÉRMICA
7/11/1986,4714.454,PLANTA TÉRMICA
8/11/1986,4714.454,PLANTA TÉRMICA
9/11/1986,4714.454,PLANTA TÉRMICA
10/11/1986,4714.454,PLANTA TÉRMICA
11/11/1986,4714.454,PLANTA TÉRMICA
12/11/1986,4714.454,PLANTA TÉRMICA
13/11/1986,4714.454,PLANTA TÉRMICA
14/11/1986,4714.454,PLANTA TÉRMICA
15/11/1986,4714.454,PLANTA TÉRMICA
16/11/1986,4714.454,PLANTA TÉRMICA
17/11/1986,4714.454,PLANTA TÉRMICA
18/11/1986,4714.454,PLANTA TÉRMICA
19/11/1986,4714.454,PLANTA TÉRMICA
20/11/1986,4714.454,PLANTA TÉRMICA
21/11/1986,4714.454,PLANTA TÉRMICA
22/11/1986,4714.454,PLANTA TÉRMICA
23/11/1986,4714.454,PLANTA TÉRMICA
24/11/1986,4714.454,PLANTA TÉRMICA
25/11/1986,4714.454,PLANTA TÉRMICA
26/11/1986,4714.454,PLANTA TÉRMICA
27/11/1986,4714.454,PLANTA TÉRMICA
28/11/1986,4714.454,PLANTA TÉRMICA
29/11/1986,4714.454,PLANTA TÉRMICA
30/11/1986,4714.454,PLANTA TÉRMICA
1/12/1986,5314.454,PLANTA HIDRÁULICA
2/12/1986,5314.454,PLANTA HIDRÁULICA
3/12/1986,5314.454,PLANTA HIDRÁULICA
4/12/1986,5314.454,PLANTA HIDRÁULICA
5/12/1986,5314.454,PLANTA HIDRÁULICA
6/12/1986,5314.454,PLANTA HIDRÁULICA
7/12/1986,5314.454,PLANTA HIDRÁULICA
8/12/1986,5314.454,PLANTA HIDRÁULICA
9/12/1986,5314.454,PLANTA HIDRÁULICA
10/12/1986,5314.454,PLANTA HIDRÁULICA
11/12/1986,5314.454,PLANTA HIDRÁULICA
12/12/1986,5314.454,PLANTA HIDRÁULICA
13/12/1986,5314.454,PLANTA HIDRÁULICA
14/12/1986,5314.454,PLANTA HIDRÁULICA
15/12/1986,5314.454,PLANTA HIDRÁULICA
16/12/1986,5314.454,PLANTA HIDRÁULICA
17/12/1986,5314.454,PLANTA HIDRÁULICA
18/12/1986,5314.454,PLANTA HIDRÁULICA
19/12/1986,5314.454,PLANTA HIDRÁULICA
20/12/1986,5314.454,PLANTA HIDRÁULICA
21/12/1986,5314.454,PLANTA HIDRÁULICA
22/12/1986,5314.454,PLANTA HIDRÁULICA
23/12/1986,5314.454,PLANTA HIDRÁULICA
24/12/1986,5314.454,PLANTA HIDRÁULICA
25/12/1986,5314.454,PLANTA HIDRÁULICA
26/12/1986,5314.454,PLANTA HIDRÁULICA
27/12/1986,5314.454,PLANTA HIDRÁULICA
28/12/1986,5314.454,PLANTA HIDRÁULICA
29/12/1986,5314.454,PLANTA HIDRÁULICA
30/12/1986,5314.454,PLANTA HIDRÁULICA
31/12/1986,5314.454,PLANTA HIDRÁULICA
1/01/1987,5314.454,PLANTA HIDRÁULICA
2/01/1987,5314.454,PLANTA HIDRÁULICA
3/01/1987,5314.454,PLANTA HIDRÁULICA
4/01/1987,5314.454,PLANTA HIDRÁULICA
5/01/1987,5314.454,PLANTA HIDRÁULICA
6/01/1987,5314.454,PLANTA HIDRÁULICA
7/01/1987,5314.454,PLANTA HIDRÁULICA
8/01/1987,5314.454,PLANTA HIDRÁULICA
9/01/1987,5314.454,PLANTA HIDRÁULICA
10/01/1987,5314.454,PLANTA HIDRÁULICA
11/01/1987,5314.454,PLANTA HIDRÁULICA
12/01/1987,5314.454,PLANTA HIDRÁULICA
13/01/1987,5314.454,PLANTA HIDRÁULICA
14/01/1987,5314.454,PLANTA HIDRÁULICA
15/01/1987,5314.454,PLANTA HIDRÁULICA
16/01/1987,5314.454,PLANTA HIDRÁULICA
17/01/1987,5314.454,PLANTA HIDRÁULICA
18/01/1987,5314.454,PLANTA HIDRÁULICA
19/01/1987,5314.454,PLANTA HIDRÁULICA
20/01/1987,5314.454,PLANTA HIDRÁULICA
21/01/1987,5314.454,PLANTA HIDRÁULICA
22/01/1987,5314.454,PLANTA HIDRÁULICA
23/01/1987,5314.454,PLANTA HIDRÁULICA
24/01/1987,5314.454,PLANTA HIDRÁULICA
25/01/1987,5314.454,PLANTA HIDRÁULICA
26/01/1987,5314.454,PLANTA HIDRÁULICA
27/01/1987,5314.454,PLANTA HIDRÁULICA
28/01/1987,5314.454,PLANTA HIDRÁULICA
29/01/1987,5314.454,PLANTA HIDRÁULICA
30/01/1987,5314.454,PLANTA HIDRÁULICA
31/01/1987,5314.454,PLANTA HIDRÁULICA
1/02/1987,5314.454,PLANTA HIDRÁULICA
2/02/1987,5314.454,PLANTA HIDRÁULICA
3/02/1987,5314.454,PLANTA HIDRÁULICA
4/02/1987,5314.454,PLANTA HIDRÁULICA
5/02/1987,5314.454,PLANTA HIDRÁULICA
